Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Denmark,DNK,Land area (sq. km),AG.LND.TOTL.K2,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,..,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,..
Djibouti,DJI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2105985489,2254700565,2424391785,2597091694,2738843335,2869607134,3028730597,3065136606,3212645612,..
Djibouti,DJI,Land area (sq. km),AG.LND.TOTL.K2,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,177327,191389,208582,229304,253083,278425,302856,324121,341316,355110,367726,382156,400709,424286,452272,482337,521104,577173,628521,623197,611231,623477,629619,644649,667786,694920,719371,742033,765490,789129,806411,818373,830861,846947,865196,882886,901103,919199,936811,954297,971753,989087,1006259,1023261,1040233,1057198,1073994,1090156,1105557,..
Dominica,DMA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,211483620.9,233764997.6,190847414.3,216388871.6,239822338.8,249721445.9,256105120.2,266852947.6,270644749.8,289788417.8,308066999.4,332147435.3,331512580.3,349473877.5,354183964.1,361371847.2,369182589.3,369309888.9,380503164.2,392314752,400889291.9,416019763.2,417492801.9,427263049.1,426990264.1,414914984.2,441275102.1,454737038.8,457719487.4,479046723.2,509480429.5,545760826.3,539377658.8,543005698.4,541791805.5,536054228.9,530694004.9,555922065.3,540737037,555681105.2,518900602.7,537309039.6,566874380.6,472745391.1,504333887,..
Dominica,DMA,Land area (sq. km),AG.LND.TOTL.K2,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,70334,70822,71300,71748,72142,72478,72768,72978,72932,72626,72269,71936,71596,71215,70808,70397,69975,69481,69141,69112,69169,69198,69201,69166,69081,68938,68698,68346,68153,68262,68442,68574,68674,68742,68775,68782,68787,68755,68742,68888,68819,69371,70007,70075,70403,70823,71428,71995,72412,..
Dominican Republic,DOM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10975794149,11634550657,12238762349,13062201290,13712931938,14006482570,14641172212,15807888940,16484445638,16764468338,17540318939,17760080889,17383116960,17995349157,19816004739,20243230535,21134041752,19981325093,20169976554,22433236057,24085334652,24711638680,26116601781,27677806561,30137054146,32160599929,34070955367,35659262313,36536307706,38178652517,37664880029,38632918022,42275321073,46153809277,49576553487,51167715084,51651841065,55959424375,57712869851,59281140849,62171218047,66554577201,71164825257,75903833487,79446041235,84993382979,89287391493,83287065055,93508045538,..
Dominican Republic,DOM,Land area (sq. km),AG.LND.TOTL.K2,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,..,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,4851183,4978582,5106453,5235318,5365074,5495443,5625864,5755800,5885244,6014979,6147213,6282104,6417798,6554325,6692720,6834207,6980033,7129004,7278402,7427340,7576074,7723934,7869753,8012314,8150076,8282126,8411374,8540791,8669040,8795101,8919852,9043127,9164768,9284168,9402206,9522948,9648061,9775755,9903737,10030882,10157051,10282115,10405832,10527592,10647244,10765531,10881882,10999664,11117873,..
Ecuador,ECU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22066274158,24539574622,27232094541,29246503667,29715863874,31411696206,32584624146,33793084552,35689844470,35909281820,35788314664,36727855722,38173097363,39495712166,39393379286,41713833407,42133381944,43683854187,45558477943,46521725706,47439700808,49459802090,50573908255,51449720655,53676394986,55429750211,52802720506,53379221434,55522733410,57797375793,59371127440,64246103133,67645562499,70624352725,72171071230,76759080483,77193914220,79915230251,86203073183,91066617872,95571238386,99192306979,99290381000,98072699669,1.00395E+11,1.0169E+11,1.01702E+11,93781977160,97753879512,..
Ecuador,ECU,Land area (sq. km),AG.LND.TOTL.K2,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,..,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,6720443,6911123,7105786,7304349,7506665,7712718,7922490,8135845,8352602,8572607,8795873,9022979,9254311,9490096,9729376,9969788,10210185,10449837,10686279,10914222,11132829,11347652,11561683,11775221,11987838,12199693,12412046,12626507,12845521,13070609,13301184,13534593,13770012,14009061,14251835,14496797,14742766,14989585,15237728,15483883,15722989,15957994,16195902,16439585,16696944,17015672,17343740,17588595,17797737,..
"Egypt, Arab Rep.",EGY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,36858257209,37432854798,40779032774,46194361684,50353260515,54698126367,57185627387,62910668707,67533693103,74224371652,78005663119,85607909948,90565897011,94862819132,98498676311,1.03878E+11,1.0899E+11,1.15166E+11,1.16462E+11,1.21671E+11,1.25201E+11,1.30175E+11,1.36219E+11,1.43014E+11,1.50869E+11,1.59281E+11,1.68923E+11,1.79683E+11,1.86035E+11,1.90482E+11,1.96565E+11,2.04609E+11,2.13758E+11,2.28387E+11,2.44575E+11,2.62078E+11,2.74326E+11,2.88446E+11,2.93536E+11,3.00071E+11,3.06629E+11,3.1557E+11,3.29367E+11,3.43683E+11,3.58053E+11,3.7708E+11,3.98037E+11,4.12246E+11,4.2596E+11,..
"Egypt, Arab Rep.",EGY,Land area (sq. km),AG.LND.TOTL.K2,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,37120776,37930374,38775584,39649050,40577356,41576636,42632458,43748556,44899573,46088647,47353665,48676443,50035843,51424313,52841319,54298446,55765843,57214630,58611032,59989142,61382200,62775847,64166908,65565195,66993728,68446011,69907887,71371371,72854261,74393759,75963322,77522427,79075310,80629670,82218755,83844783,85501064,87252413,89200054,91240376,93377890,95592324,97723799,99784030,101789386,103740765,105618671,107465134,109262178,..
El Salvador,SLV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,12120387196,12767131191,13140382342,13803874435,14739785642,15524349917,14875390883,12519595416,11803350557,11058739566,11228936364,11378871639,11448773895,11471061571,11758775206,11979625813,12095116497,12679661452,12869106697,13772770649,14574113906,15257940327,15980263642,16109937393,16615462406,17056150544,17424910273,17621447051,17776447707,18056056732,18338704986,18501810251,19002369969,19828659484,20197170875,20627482313,20197170875,20622904531,21407994016,22012261141,22504372625,22888906250,23438240000,24033351563,24573529750,25166352422,25779775109,23671706844,26104797578,..
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,20850,20850,20850,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,3890639,3984049,4076751,4166890,4256699,4346522,4433041,4508992,4549173,4599904,4689680,4782219,4876757,4970788,5067200,5170440,5270825,5367179,5461070,5552206,5630987,5693038,5748195,5797140,5842638,5885083,5923852,5958482,5988095,6011275,6026849,6035655,6037817,6034436,6044131,6068099,6091188,6114034,6137349,6161289,6185642,6209526,6231066,6250510,6266654,6276342,6280217,6292731,6314167,..
Equatorial Guinea,GNQ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,132086050.6,139706650.3,142782538,149927929.1,151444272.7,170988427,167003445.3,174412949.6,179044070.6,176843300.2,173733397.4,171957427.1,231704585.4,257269046,300152800.1,352638310.4,587424887.6,1468403400,1817508707,2283954422,2699948854,4411173075,5269712369,6005113922,8286980758,9674942354,10420388691,12012844362,14151023640,14341122306,13061295327,13913404259,15070007724,14447134391,14507099577,13185496836,12023008421,11341603396,10634279303,10051326681,9625001537,9534008417,..
Equatorial Guinea,GNQ,Land area (sq. km),AG.LND.TOTL.K2,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,298050,290558,283262,276000,271377,270866,273925,282509,296950,315741,336744,357995,378379,397276,414769,431587,448420,465549,483142,501334,520236,539992,560740,582573,605570,629734,655029,684977,719270,754115,789681,826355,864726,905418,948814,994971,1043686,1094524,1144588,1193636,1243941,1295183,1346973,1398927,1450694,1502091,1553031,1596049,1634466,..
Eritrea,ERI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1154926146,1310318716,1588386838,1633788955,1785058837,1926233510,1960377600,1960641860,1899038769,2065307885,2127379251,2070886356,2100950150,2155038051,2134151054,2164601595,1952837971,2028539765,2073049789,2252986366,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,120982.625,121025.326,121004.031,121032.606,121057.494,121069.592,121065.103,121088.989,121082.12,121049.278,121036.185,121088.775,121077.459,121071.233,121077.714,121080.546,121040.829,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1376516,1413220,1450867,1489656,1529802,1571193,1613829,1657982,1703789,1751045,1799814,1849594,1899243,1949611,2000355,2051546,2102131,2149960,2039220,1921153,1981419,2042500,2157220,2264073,2291561,2322753,2356477,2392880,2461927,2547424,2653390,2763140,2831732,2880093,2926168,3005779,3083888,3147727,3207570,3252596,3296367,3323425,3340006,3365287,3396933,3445374,3498818,3555868,3620312,..
Estonia,EST,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10254019389,10760877053,12165173095,12693120380,12639171425,13914164835,14749525967,15748270638,16945180968,18098132398,19822237764,21757994919,23407063928,22205813183,18957312552,19420679530,20831219911,21503693455,21817309478,22474308646,22890762090,23613094924,24980775932,25926098667,26895658711,26747463293,28890861347,..
Estonia,EST,Land area (sq. km),AG.LND.TOTL.K2,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,43470,43470,43470,43470,42750,42750,42750,42750,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,..
Eswatini,SWZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,547828194,579292634.6,659863226.9,645877836.4,652398573.3,661056742.2,681595411.9,766447580.3,878666551.1,888969512.9,899658081.4,955092809,991313898.5,1112893374,1275449149,1359243882,1534737274,1857308363,1890003980,1950979419,2011579066,2059870865,2159273055,2242233484,2311805625,2372005954,2442000890,2484984349,2511195091,2621187925,2722895615,2821571016,2990830757,3170046325,3310649786,3337852201,3390091218,3518702972,3597776312,3791935013,3938349731,3974709779,4063245671,4106422134,4189641988,4288883799,4404836243,4336136541,4677967470,..
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,..,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,480668,494624,509535,525457,542328,560236,579091,598564,616210,634439,655505,677303,702400,730150,758669,794434,825952,854011,889712,925165,953451,953737,953573,973587,990734,1005158,1018370,1030496,1041396,1050809,1058797,1065764,1071886,1077735,1084008,1089870,1094886,1099920,1105371,1111444,1118319,1125865,1133936,1142524,1151390,1160428,1169613,1180655,1192271,..
Ethiopia,ETH,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,10919391170,11019414306,11926863705,11587184068,10295867375,11290614170,12855417692,12920167201,12873519689,13224509997,12280613280,11215579531,12689624529,13094419057,13896781079,15623619245,16113248919,15556030353,16359055323,17352576331,18793066846,19077730261,18665391883,21198771448,23704204628,26272490503,29282310890,32441439351,35297114308,39727092174,44167904219,47987461379,53065624131,58508826791,64589334979,70682358693,77442553522,82721152428,89640020508,95071785238,1.00431E+11,..
Ethiopia,ETH,Land area (sq. km),AG.LND.TOTL.K2,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1128597.297,1128599.766,1128613.221,1128631.059,1128568.396,1128588.692,1128570.952,1128575.061,1128582.022,1128572.048,1128538.282,1128539.353,1128558.509,1128552.82,1128561.429,1128570.858,1128571.265,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,30694316,31488613,32252783,33062216,33695018,34259065,34758823,34945469,35818844,37213393,38235187,39202890,40285965,41455309,42851957,44511537,46195954,47878073,49937430,52011554,53791672,55620211,57476536,59347649,61233480,63136493,65077579,67031867,69018932,71073215,73168838,75301026,77469940,79691050,81996185,84357105,86755585,89237791,91817929,94451280,97084366,99746766,102471895,105293228,108197950,111129438,114120594,117190911,120283026,..
Faroe Islands,FRO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2573908649,..,..,..,..,..,..,..
Faroe Islands,FRO,Land area (sq. km),AG.LND.TOTL.K2,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1366,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,39746,40189,40626,41054,41481,41965,42506,43054,43613,44164,44669,45135,45575,46011,46477,46959,47490,47479,46810,46005,45096,44131,43805,44138,44495,44865,45203,45660,46245,46813,47392,47989,48291,48313,48361,48411,48429,48410,48386,48392,48418,48465,48816,49500,50230,50955,51681,52415,52889,..
Fiji,FJI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1825080300,1872553374,1882481862,1933989639,2048172616,2086338294,2341389390,2303846220,2449679468,2303225719,2212015147,2397670120,2287054211,2464298808,2301284949,2323279592,2496099821,2640873679,2569569991,2726313810,2784385178,2926388811,2999548488,3143526829,3074369258,3114336072,3388397607,3330794901,3397410804,3506127920,3541189176,3728872192,3754974312,3824534606,3792001037,3831164605,3778063219,3889692611,3994914359,4051295160,4243092365,4480854678,4682546881,4797065683,5053870115,5246541382,5216009324,4329275481,4107979915,..
Fiji,FJI,Land area (sq. km),AG.LND.TOTL.K2,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,557244,566296,575804,586607,599289,613611,628859,644582,660630,676967,693593,710561,727461,742658,754778,764370,772704,780430,784832,786859,789198,790803,792246,796538,804572,813947,823422,832509,841320,849891,858306,866694,874923,883083,890648,896731,901383,905169,908355,911059,913453,915560,917200,918371,919019,918996,918465,920422,924610,..
Finland,FIN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,93082844695,96095501718,97829927773,98166836910,98401957115,1.01275E+11,1.08488E+11,1.14334E+11,1.15839E+11,1.19439E+11,1.23161E+11,1.27149E+11,1.31661E+11,1.3529E+11,1.40126E+11,1.47437E+11,1.54937E+11,1.55975E+11,1.46794E+11,1.41958E+11,1.41018E+11,1.46607E+11,1.52789E+11,1.58392E+11,1.68424E+11,1.77615E+11,1.85394E+11,1.96098E+11,2.01216E+11,2.04651E+11,2.08752E+11,2.17085E+11,2.2312E+11,2.32106E+11,2.44406E+11,2.46322E+11,2.26433E+11,2.33647E+11,2.39599E+11,2.36251E+11,2.34121E+11,2.33266E+11,2.34534E+11,2.41128E+11,2.48826E+11,2.51662E+11,2.54744E+11,2.49127E+11,2.56534E+11,..
Finland,FIN,Land area (sq. km),AG.LND.TOTL.K2,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304110,304090,303900,303900,303900,303890,303890,303890,303890,303910,303910,303920,303920,303930,303940,..,..
Finland,FIN,"Population, total",SP.POP.TOTL,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,..
France,FRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.06591E+12,1.11176E+12,1.10108E+12,1.14906E+12,1.18886E+12,1.23616E+12,1.28005E+12,1.30025E+12,1.31415E+12,1.34708E+12,1.36379E+12,1.38444E+12,1.4069E+12,1.43979E+12,1.47667E+12,1.54671E+12,1.6139E+12,1.66109E+12,1.6785E+12,1.70535E+12,1.69463E+12,1.73459E+12,1.77113E+12,1.79616E+12,1.83812E+12,1.90409E+12,1.96923E+12,2.0465E+12,2.0871E+12,2.1108E+12,2.12817E+12,2.18839E+12,2.22479E+12,2.27928E+12,2.33455E+12,2.3405E+12,2.27325E+12,2.31757E+12,2.36838E+12,2.3758E+12,2.38949E+12,2.41234E+12,2.43919E+12,2.46591E+12,2.52241E+12,2.56946E+12,2.61681E+12,2.4131E+12,2.5776E+12,..
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547567,547567,547567,547867,547567,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,..,..
France,FRA,"Population, total",SP.POP.TOTL,53053660,53415250,53715733,53966558,54221988,54486195,54753575,55052582,55371044,55694106,55992656,56275701,56569195,56865193,57168409,57472651,57766282,58044701,58557577,58849943,59106166,59327585,59543659,59756533,59969944,60192790,60504420,60921384,61367388,61816234,62256970,62716306,63188395,63628261,64021737,64379696,64710879,65030575,65345233,65662240,66002289,66312067,66548272,66724104,66918020,67158348,67388001,67571107,67749632,..
French Polynesia,PYF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3318070591,3915358101,3723399746,4028853175,4112612739,4519455393,4696885785,4719661043,4844544354,4926833278,5046045664,5165147099,5104674165,5796244932,5869847408,5658613193,5780719327,5788227511,5999817720,5912377079,5835653190,5738412233,5716091564,5677877403,5670904136,5769202137,5878270795,6069044843,6048313254,6099492961,6229224836,6289726751,6309223236,6185095140,6195692678,5967813260,5760177013,5488363909,5192631884,5075135716,5095080755,5148385925,5325848045,5505150250,5620617939,5779371136,5919240292,5327316263,5381881598,..
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,130883,135349,139833,144356,149007,153745,158563,163591,168892,174343,179042,183146,187578,192196,196856,201740,206571,211089,215444,219621,223714,227682,231446,235189,239036,242882,246821,250927,255049,259137,263173,267132,271060,274901,278178,280558,282283,283788,285265,286584,288032,289873,291787,293541,295450,297606,299717,301920,304032,..
Gabon,GAB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4454902647,6214014295,7406490779,10045078151,8781197260,6669389036,6701028969,6872102028,7222258254,6998547332,7391042710,7946028887,7760652059,7698287635,6378335987,7197655776,7812717774,8218372619,8720720931,8451237953,8784770707,9110927707,9564091381,9910794382,10479512175,10843972170,9875321039,9689372062,9896262773,9871617796,10093465625,10163064417,10435048686,10142180868,10751534050,10395827003,10409376000,11147389029,11937934363,12564804479,13273295984,13846033986,14383107714,14683922100,14753324487,14876945039,15460241609,15176119308,15398037654,..
Gabon,GAB,Land area (sq. km),AG.LND.TOTL.K2,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,635288,648922,663340,678660,694931,712135,730188,749078,768904,789585,811098,833417,856482,880340,905016,930464,956509,983028,1009995,1037446,1065390,1093611,1121964,1150601,1179806,1209832,1240764,1272935,1306590,1341696,1378398,1417110,1458353,1502534,1549774,1599978,1653542,1711105,1772500,1836705,1902226,1966855,2028517,2086206,2140215,2192012,2242785,2292573,2341179,..
"Gambia, The",GMB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,330577644.7,350011622.2,393390064.4,422309056,436834697.2,464427126.3,458258683.4,486991867.7,503169221.4,499322076.9,553664435.8,573237898.2,568581689.3,591842768.4,606368558.4,633514629.3,670864889.8,694740162,716326011.3,740528438,762833905.2,764011308.5,770748728.8,787886678.6,826493118.8,855420367.2,910167262.6,960226464,1015919601,982902212.7,1050427591,1124482736,1098037946,1091937456,1125167837,1195557274,1275249826,1350595868,1240786424,1305823104,1343336382,1324430501,1378176868,1404959802,1472715551,1579264906,1677527608,1687449971,1759428017,..
"Gambia, The",GMB,Land area (sq. km),AG.LND.TOTL.K2,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,..,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,577488,594904,612909,631894,651934,672974,695155,718586,742846,768272,795563,824798,855958,888980,923914,960837,999732,1040616,1083536,1127152,1168309,1205882,1242155,1279070,1317002,1356189,1396499,1437539,1479449,1522223,1566257,1612225,1660368,1711294,1764883,1820542,1878119,1937275,1998212,2061014,2124869,2189019,2253133,2317206,2381182,2444916,2508883,2573995,2639916,..
Georgia,GEO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11075078920,12050604367,12940052883,13729080920,14675913872,15766206253,16928230216,17702911107,18635398434,19008393116,19826112679,20902060542,21934968350,20141724170,20399949704,21533280758,19983917733,17028650835,13435605385,7403018640,5233934033,4689605209,4811534790,5350426784,5913240382,6096840744,6271774776,6387071388,6693999119,7060417706,7841209756,8295568369,9091078042,9947436743,11198720178,11469569250,11050871062,11741493897,12610364430,13413519588,13899264090,14515269026,14953950557,15388577976,16133785749,16915132067,17757903230,16557390869,18290210786,..
Georgia,GEO,Land area (sq. km),AG.LND.TOTL.K2,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,..,..
Georgia,GEO,"Population, total",SP.POP.TOTL,4242500,4279500,4311200,4342400,4372100,4397700,4430200,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4836076,4657722,4491699,4349913,4243607,4157192,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3722716,3708610,..
